"place_id","place_name","neighborhood","tags","reservation_url","image_url","budget","description","maps_url","cocktail","dive","jazz","wine","rooftop","speakeasy","beer","pub","lat","lng"
"ChIJoz2XIGBYwokR4PHignFrv08","Vanguard Wine Bar","upper-west-side","Wine Bar,","Walk in Only","https://thevendry.com/cdn-cgi/image/width=640,quality=75,fit=contain,metadata=none,format=auto/https%3A%2F%2Fs3.us-east-1.amazonaws.com%2Fuploads.thevendry.co%2F36223%2F1710245798208_75991211110_VanguardWineBar_DSC0680-web.jpg","$$","Neighborhood spot offering French wine & small plates amid marble-topped tables & subway tiles.",NA,0,0,0,1,0,0,0,0,40.7763129,-73.9830566
"ChIJLdUjBIlZwokRE7GSMUrqovY","La Compagnie de Vins Surnaturels","soho","Wine Bar,","https://resy.com/cities/new-york-ny/venues/la-compagnie-des-vins-surnaturels?seats=2&date=2024-09-23","https://www.itruereview.com/wp-content/uploads/2016/01/4sqap14520731514521626_Y-Ufs0lS3FClz4TjItSgu_Ul6mR4zbpq-WhyG8m8_eg-600x600.jpg","$$$","A French-heavy wine list is paired with French & Mediterranean small plates in this rustic-chic bar.",NA,0,0,0,1,0,0,0,0,40.7205157,-73.9981652
"ChIJ5X5PM-1ZwokRqc7NcYmU65M","LELABAR","west-village","Wine Bar,","https://resy.com/cities/new-york-ny/venues/lelabar?seats=2&date=2024-09-23","https://images.squarespace-cdn.com/content/v1/52686290e4b05b8fbefac5c0/1383528415419-X18XKFHDAMEEUAI77ZTA/Picture+152.jpg?format=2500w","$$","Cozy nook with oval-shaped bar, global wine list (plus tastings) & charcuterie menu.",NA,0,0,0,1,0,0,0,0,40.730384,-74.006554
"ChIJ1Z3-Oh5awokR6ReR4JZHAfA","Terroir","tribeca","Wine Bar,","https://resy.com/cities/new-york-ny/venues/terroir?date=2024-09-24&seats=2","https://punchdrink.com/wp-content/uploads/2017/06/Article-Paul-Grieco-Terroir-2-1.jpg?w=1024","$$","Relaxed, brick-lined wine bar with community tables, a large by-the-glass menu & Italian tapas.",NA,0,0,0,1,0,0,0,0,40.7188908,-74.0099829
"ChIJA9B2kEVawokRVO8zdeHwRe4","Le Boudoir","brooklyn-heights","Cocktail Bar, Live Jazz, Speakeasy Bar,","https://resy.com/cities/new-york-ny/venues/le-boudoir?date=2024-09-24&seats=2","https://thevendry.com/cdn-cgi/image/width=3840,quality=75,fit=contain,metadata=none,format=auto/https%3A%2F%2Fs3.us-east-1.amazonaws.com%2Fuploads.thevendry.co%2F23052%2F1675096548278_Boudoir_Interiors_031.jpg","$$$","Styled after Marie Antoinette's chambers, this cozy hideaway offers cocktails, snacks & live jazz.",NA,1,0,1,0,0,1,0,0,40.690794,-73.9956143
"ChIJU74O14VZwokRQ-wPmjfTERE","Banzarbar","lower-east-side","Speakeasy Bar, Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/banzarbar?date=2024-09-24&seats=2","https://cdn.vox-cdn.com/thumbor/g_lkFnBFeisxnKJOt82YN0QPG7g=/1400x1400/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/10137305/Banzarbar___Front_Shot.jpg","$$$","Stylish venue offering a low alcohol cocktail tasting menu paired with seafood & classic options.",NA,1,0,0,0,0,1,0,0,40.7219843,-73.9924459
"ChIJDZSfnPpZwokRNfnSH3mbe2U","Coby club","chelsea","Lounge, Cocktail Bar, Live music, Speakeasy Bar,","https://resy.com/cities/new-york-ny/venues/coby-club?date=2024-09-24&seats=2","https://theknockturnal.com/wp-content/uploads/2021/05/Coby-Club-Atmosphere-Image-scaled-e1620659150198.jpg","$$",NA,NA,1,0,0,0,0,1,0,0,40.7419989,-73.9975642
"ChIJUVmSN75ZwokRq65jBAWX6Og","Undercote","flatiron","Cocktail Bar, Speakeasy Bar,","Walk in Only","https://cdn.vox-cdn.com/thumbor/RmxJwXI3kb3DQOGS_t-RZNsAkvs=/1400x788/filters:format(jpeg)/cdn.vox-cdn.com/uploads/chorus_asset/file/13260307/20180923_GH_COTE_1008.JPG","$$$$","Subterranean spot beneath a fine-dining restaurant with craft cocktails, champagne & jungle decor.",NA,1,0,0,0,0,1,0,0,40.7411346,-73.9912109
"ChIJq38lzVVYwokRSQFHWasfeqc","The Rum House","theater-district/times-square","Cocktail Bar, Live Jazz,","Walk in Only","https://assets.milestoneinternet.com/cdn-cgi/image/width=1800,height=600,f=auto/triumph-hotels-parent/rum-house-jan2023-ss-6512-1.jpg?cropY=599&cropW=3100&cropH=1033","$$","This swanky, candlelit, wood-paneled piano bar draws the well-heeled for classic cocktails.",NA,1,0,1,0,0,0,0,0,40.759711,-73.986307
"ChIJNxEu8SZawokRARkMLjXhyBY","Apotheke","chinatown","Speakeasy Bar, Cocktail Bar,","Walk in Only","https://media.revistagq.com/photos/5ca5ef2fbda5949c4f33d51b/16:9/w_2580,c_limit/091209_apotheke_bar_nueva_york_aspx_ss_image_001_jpg_945856986.jpg","$$","Mixologists in pharmacist-style garb whip up complex cocktails at this off-the-beaten path hideaway.",NA,1,0,0,0,0,1,0,0,40.7144,-73.99818
"ChIJIc9Bws5bwokRb4SfZ0v-b1Q","Peachy's","chinatown","Speakeasy Bar,","https://www.peachys.nyc","https://media.timeout.com/images/105228084/image.jpg","$$","Chic lounge under Chinese Tuxedo restaurant offering craft cocktails amid funky, retro Asian decor.",NA,0,0,0,0,0,1,0,0,40.7143302,-73.9980357
"ChIJVy-bwrZZwokRJ3FobeipPac","Death & Company","east-village","Speakeasy Bar, Cocktail Bar,","https://www.exploretock.com/deathconyc/search","https://images.seattletimes.com/wp-content/uploads/2024/06/06212024_Death_and_Company_Cocktail_Bar_163859.jpg?d=2040x1360","$$$","Rustic-chic spot with a comfy rear patio offering Greek-style food, cocktails & house-brewed beers.",NA,1,0,0,0,0,1,0,0,40.7510532,-74.0019472
"ChIJvUN9GfNZwokRbH8BtrAYbZ4","Paul’s Casablanca","hudson-square","Bar,","Walk in Only","https://whitewall.art/wp-content/uploads/2017/05/DSC00764-1.jpg","$$","Chic cocktail lounge where Morocco-inspired decor sets the stage for drinking & dancing all night.",NA,0,0,0,0,0,0,0,0,40.7261541,-74.0083596
"ChIJWcQmlIBZwokRPteRmC-aEkc","Apotheke Nomad","nomad","Cocktail Bar, Speakeasy Bar,","https://resy.com/cities/new-york-ny/venues/apotheke-nomad?date=2024-09-23&seats=2","https://thumbs.6sqft.com/wp-content/uploads/2022/07/15120207/Apotheke-Nomad.jpg","$$$",NA,NA,1,0,0,0,0,1,0,0,40.7440401,-73.9892295
"ChIJv1t2TbZZwokR5-pMe4Kces4","North Bar","tribeca","Bar,","Walk in Only","https://tribecacitizen.com/wp-content/uploads/2022/04/North-Bar-6.jpg","$$",NA,NA,0,0,0,0,0,0,0,0,40.7237014,-74.0097455
"ChIJu5bcJIdZwokRTDziDx5WAAA","Excuse My French","lower-east-side","Tapas Bar, Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/excuse-my-french?date=2024-09-24&seats=2","https://www.google.com/search?q=excuse+my+french+bar&tbm=isch&ved=2ahUKEwiaveTM-dqIAxVeFFkFHds4MZIQ2-cCegQIABAA&oq=excuse+my+french+bar&gs_lp=EgNpbWciFGV4Y3VzZSBteSBmcmVuY2ggYmFyMgcQABiABBgYMgcQABiABBgYMgcQABiABBgYSM9BUPUJWINBcAB4AJABAJgBiAOgAc0VqgEHOC44LjIuMrgBA8gBAPgBAYoCC2d3cy13aXotaW1nwgIEECMYJ8ICDhAAGIAEGLEDGIMBGIoFwgIIEAAYgAQYsQPCAgUQABiABMICChAAGIAEGEMYigXCAgsQABiABBixAxiDAYgGAQ&sclient=img&ei=0lvyZpqMIN6o5NoP2_HEkQk&bih=909&biw=1702&hl=en#imgrc=WXiqLOLNSzZbrM","$$","Specialty cocktails & European small plates offered in an old-school, Parisian-inspired bistro.",NA,1,0,0,0,0,0,0,0,40.7184832,-73.9899567
"ChIJcTnRKLlZwokRT8ZXt9W9cgw","Bathtub Gin","chelsea","Cocktail Bar, Speakeasy Bar, Live Jazz, Live Burlesque,","https://resy.com/cities/new-york-ny/venues/bathtub-gin?seats=2&date=2024-09-23","https://image.resy.com/3/003/2/1245/af8544117efcc7f937c7b44134fa112e953a1f70/jpg/1600x1600","$$$","Small plates are paired with gin-based cocktails at this speakeasy-style bar.",NA,1,0,1,0,0,1,0,0,40.7435711,-74.0031575
"ChIJja0-KpdZwokRuOHSWneCBxE","Amelie Bistro & Wine Bar UWS","upper-west-side","Wine Bar,","https://resy.com/cities/new-york-ny/venues/amelie-upper-west-side?date=2024-07-17&seats=2","https://offloadmedia.feverup.com/secretnyc.co/wp-content/uploads/2022/07/25092313/39995547_691488951249762_6455995717964958312_n-e1657055510178.jpg","$$","Serene joint with a classy vibe offering small plates & full meals with matching wines.",NA,0,0,0,1,0,0,0,0,40.732629,-73.997668
"ChIJWZVoalVYwokRnPIXV2adxKA","The Long room","theater-district/times-square","Irish Pub, Live Music,","https://resy.com/cities/ny/the-long-room?date=2023-03-09&seats=2","https://resy.com/cities/new-york-ny/venues/the-long-room?date=2024-07-22&seats=2","$$","Clubby Irish gastropub with an extensive beer menu featuring craft, domestic & international brews.",NA,0,0,0,0,0,0,0,1,40.7564107,-73.9843398
"ChIJSc_3GIVYwokRh6OzVnCnh6g","Prohibition","upper-west-side","Cocktail Bar, Live Jazz,","https://resy.com/cities/ny/prohibition-new-york?date=2023-04-01&seats=2","https://static.spotapps.co/website_images/ab_websites/119902_website/about_pg.jpg","$$","Supper club with Jazz Age-themed decor, a long cocktail list & nightly live music performances.",NA,1,0,1,0,0,0,0,0,40.7852428,-73.972764
"ChIJObMZS51ZwokR0ffmCsI0qFQ","Amor y Amargo","east-village","Cocktail Bar,","Walk in Only","https://pages.am-usercontent.com/images/2753e0cefaaedb0cffb0df1c34e1b0089e484c2e/image_upload_7e1000b3db8b458b9b4d5f9acb71c0b0.jpeg","$$","Intimate bar offering an extensive list of cocktails that showcase classic Italian & craft bitters.",NA,1,0,0,0,0,0,0,0,40.7256613,-73.9840819
"ChIJ1ViUYqtZwokRKuml4U6LlIA","Bar Nena","west-village","Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/bar-nena?date=2024-09-24&seats=2","https://image.resy.com/3/003/2/77637/25bbfcb6ab337a16403e50fefb2892ede8e74c6a/jpg/1600x1600","$$",NA,NA,1,0,0,0,0,0,0,0,40.7298848,-74.0046039
"ChIJYYa4bIRZwokRfF05m4Pogfw","Bar Goto","lower-east-side","Cocktail Bar,","Walk in Only","https://images.dwell.com/photos/6899795022598393856/6899797102649319424/large.jpg","$$","Kenta Goto (ex Pegu Club) offers cocktails & food with a Japanese spin at this contemporary izakaya.",NA,1,0,0,0,0,0,0,0,40.7227802,-73.9898899
"ChIJIRiJaRRawokR2KyQ984qa-o","The Dead Rabbit","fidi","Speakeasy Bar, Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/the-dead-rabbit?date=2024-09-24&seats=2","https://www.theworlds50best.com/discovery/filestore/jpg/TheDeadRabbitGrocery-Grog-NewYork-USA-03.jpg","$$","This 2-story spot combines a lunch taproom with a parlor serving small plates & vintage cocktails.",NA,1,0,0,0,0,1,0,0,40.7032685,-74.0110218
"ChIJV_vNLhRawokRt36u5nIPaVw","Ulysse's","fidi","Irish Pub, Live Music,","Walk in Only","https://cdn.prod.website-files.com/664eb246ebfda6f435829fd5/664eb246ebfda6f43582a051_ulysses%20bar%20bottles%20(1).webp","$$","Relaxed tavern for beers & sandwiches, plus live bands, DJs & tables on the cobblestoned sidewalk.",NA,0,0,0,0,0,0,0,1,40.7044541,-74.0100116
"ChIJu55raJRZwokReRL9b1tLmQo","Smalls Jazz Club","west-village","Live Jazz, Cocktail Bar,","http://www.smallslive.com","https://live.staticflickr.com/8026/7186966108_aba7a4a1bf_b.jpg","$$","Tiny no-frills space delivers live jazz bands & jam sessions at modest prices.",NA,1,0,1,0,0,0,0,0,40.7343873,-74.002765
"ChIJjY7y6ZJZwokRXF5CA_X4l-I","LB","west-village","Cocktail Bar, Speakeasy Bar,","Walk in Only","https://images.squarespace-cdn.com/content/v1/5b718af055b02c6b27344dac/1569550605537-FMXD0VEL9CYKH7IM31LN/little+branch.jpg","$$","Underground den of mixology featuring a vast menu of handcrafted cocktails in a snug space.",NA,1,0,0,0,0,1,0,0,40.730118,-74.0050449
"ChIJfThpJAlZwokRiJwnvCW94SM","Paddy Reilly's","kips-bay","Irish Pub, Live Music, Karaoke,","Walk in Only","https://paddys.ch/wp-content/uploads/2019/01/paddys-reillys-bar-seating-steps.jpg","$","Lively Irish pub for regular live Celtic music & Guinness on tap, plus happy hours & open mics.",NA,0,0,0,0,0,0,0,1,40.741658,-73.978516
"ChIJe17bs_9YwokR0GbUTLcSawE","St Pats Bar n Grill","midtown","Irish Pub, Live Music,","Walk in Only","https://media-cdn.tripadvisor.com/media/photo-s/0b/6b/12/06/main-bar.jpg","$$","Sprawling, multi-level Irish bar & grill serving steak, sandwiches & traditional dishes.",NA,0,0,0,0,0,0,0,1,40.7564697,-73.9803314
"ChIJL0D4jJNZwokRWQTfTBLjlvw","The Spaniard","west-village","Bar,","https://resy.com/cities/new-york-ny/venues/the-spaniard?date=2024-09-24&seats=2","https://res.cloudinary.com/the-infatuation/image/upload/q_auto,f_auto/cms/reviews/the-spaniard/banners/1527002651.14","$$","American classics, burgers, whiskey & cocktails in a neighborhood gastropub with a throwback vibe.",NA,0,0,0,0,0,0,0,0,40.7327497,-74.0021829
"ChIJv6BWj19ZwokRISnmtQh0HTQ","Banter bar","williamsburg","Bar,","Walk in Only","https://banterbrooklyn.com/images/inside/soccer-match.jpg","$","Beer-loving soccer fans favor this pub for its big brew selection & televised Euro football matches.",NA,0,0,0,0,0,0,0,0,40.712158,-73.9574219
"ChIJ73OnWWBZwokRquwaGqxcB9s","Fresh Kills Bar","williamsburg","Cocktail Bar,","Walk in Only","https://freshkillsbar.com/wp-content/uploads/2020/02/bar1.jpg","$$","Attractive space for carefully-prepared craft cocktails.",NA,1,0,0,0,0,0,0,0,40.714722,-73.9615566
"ChIJ3xcwmt9bwokRegnPhKtAL7U","Pokito","williamsburg","Cocktail Bar,","Walk in Only","https://fastly.4sqi.net/img/general/600x600/540205770_7GKN8GWxcJh0lvDqXZKv9fQrBlHBANC9dm8-m3r8JnE.jpg","$$","Creative Latin-Asian cocktails offered in snug surrounds with whitewashed brick walls.",NA,1,0,0,0,0,0,0,0,40.711613,-73.9618029
"ChIJCRhEyz9bwokRgWxIklptbQE","Galerie Bar","tribeca","Bar,","https://resy.com/cities/new-york-ny/venues/galerie-bar?date=2024-09-24&seats=2","https://www.smythtribeca.com/content/uploads/2023/07/Smyth-052023-2.jpg","$$",NA,NA,0,0,0,0,0,0,0,0,40.7152206,-74.009131
"ChIJk7o2RPVZwokRYnzP1CplFKk","Brandy Library","tribeca","Bar,","https://www.exploretock.com/brandy-library-new-york/","https://images.squarespace-cdn.com/content/v1/63dca1818d0c5670901bf0f0/f225d2de-3495-41b1-b3ae-b9ffc4a99721/220114_BrandyLibrary_DSC3361.jpg","$$$","Clubby, refined bar & lounge specializing in rare spirits with an eclectic menu of small plates.",NA,0,0,0,0,0,0,0,0,40.7199482,-74.0071058
"ChIJ4equ8olZwokRHEn8MagHhkw","The Blond","soho","Cocktail Bar,","Walk in Only","https://images.squarespace-cdn.com/content/v1/64aed30fd0df69038b6e9f36/1691757298709-9TWM3ZVV7T42ABULJ2CL/990x800-11how-06-rgb-v1.jpeg","$$$$","Upscale, stylish nightspot at 11 Howard hotel featuring cocktails, DJs & an eclectic bar-bites menu.",NA,1,0,0,0,0,0,0,0,40.7192169,-74.0001156
"ChIJy_M6GlBawokRMQEnqU8EHOg","Congress Bar","cobble-hill","Bar,","Walk in Only","https://lh3.googleusercontent.com/p/AF1QipP3yAyKrb058MgQmckM127HELbFEu61tO0mS_s=s1360-w1360-h1020","$$","Craft cocktails & beer, plus snacks like Pop Tarts & local jerky, in a compact, dimly lit space.",NA,0,0,0,0,0,0,0,0,40.6869339,-73.9938856
"ChIJD1nl_lBawokRmefauQpPr7Q","Clover Club","cobble-hill","Cocktail Bar, Live Music,","Walk in Only","https://images.squarespace-cdn.com/content/v1/6273d57a3765ad41ccc86163/7e288b41-c3ce-4b70-b179-44cef426702d/CloverClub_July2022_ss-0418.jpg","$$","A long roster of classic concoctions as well as some modern twists accompany a small plates menu.",NA,1,0,0,0,0,0,0,0,40.684589,-73.9921382
"ChIJLVsGHIFZwokRjE7iQPpJ4Lk","Nurse Bettie","lower-east-side","Cocktail Bar,","Walk in Only","https://i.dailymail.co.uk/1s/2023/10/14/11/76486991-12624989-NURSE_BETTIE_A_harsh_light_illuminates_this_pinup_themed_burlesq-a-94_1697278872880.jpg","$$",NA,NA,1,0,0,0,0,0,0,0,40.718877,-73.986982
"ChIJo7kAbVBawokRKkafvpa2WLM","June","cobble-hill","Wine Bar,","https://resy.com/cities/new-york-ny/venues/june-wine-bar?date=2024-09-24&seats=2","https://www.archpaper.com/wp-content/uploads/2016/04/junewinebar-brooklyn-archpaper.jpg","$$","A richly decorated bar for natural European wines & locally sourced small plates.",NA,0,0,0,1,0,0,0,0,40.6860636,-73.9938871
"ChIJ0QgjcghcwokRH5GaCi0wEbw","Rebecca's bar","bushwick","Bar,","Walk in Only","https://lh3.googleusercontent.com/p/AF1QipPXt5IhsHyT8zGstYyaYJhmEf1NtetrtQAFzXN-=s1360-w1360-h1020","$","Cozy neighborhood bar with late hours & a chill atmosphere offering drink specials & live music.",NA,0,0,0,0,0,0,0,0,40.698218,-73.9342492
"ChIJ-3ZSb5xZwokRDb2PQKNwwbU","Sake Bar Decibel","east-village","Sake Bar, Speakeasy Bar,","https://resy.com/cities/new-york-ny/venues/sake-bar-decibel?date=2024-09-24&seats=5","https://punchdrink.com/wp-content/uploads/2019/04/Article3-Decibel-Japanese-Sake-Bar-East-Village-NYC.jpg?w=1024","$$","Underground sake bar offering a large list of varietals along with Japanese snacks.",NA,0,0,0,0,0,1,0,0,40.7293006,-73.9877458
"ChIJoerR5V1ZwokRu55P9DJaNEo","Midnights","williamsburg","Bar,","Walk in Only","https://static.urbandaddy.com/uploads/assets/image/articles/standard/09e6581a39be414ff50df5fcd59729d5.jpg","$$","Intimate bar with craft cocktails & a patio, plus a downstairs dance floor on Fridays & Saturdays.",NA,0,0,0,0,0,0,0,0,40.7174706,-73.9584368
"ChIJsWUw5YNZwokR141Cz0g9XSw","Mr Purple","lower-east-side","Rooftop Bar, Cocktail Bar,","https://www.sevenrooms.com/reservations/mrpurplenyc","https://img2.10bestmedia.com/Images/Photos/327818/p-mr-purple-bar-gerber-group_55_660x440.jpg","$$","On the Hotel Indigo's 15th floor, this posh spot with terraces serves elevated bar food & cocktails.",NA,1,0,0,0,1,0,0,0,40.721741,-73.988103
"ChIJN-93ZsBZwokRpyoeLj9bzqQ","Le Bain","meatpacking","Rooftop Bar, Cocktail Bar,","https://a.storyblok.com/f/116532/1080x1350/ba9faa1dd8/le-bain-new-york.jpg","https://a.storyblok.com/f/116532/1080x1350/ba9faa1dd8/le-bain-new-york.jpg","$$$","There's a disco, bar, (seasonal) plunge pool & crêperie, all on the roof of the Standard Hotel.",NA,1,0,0,0,1,0,0,0,40.7408249,-74.0079698
"ChIJFS9HOFpZwokR3qp0bGrFJlY","Night of Joy","williamsburg","Cocktail Bar,","Walk in Only","https://nightofjoybar.com/assets/img/photos/bar/01.jpg","$$","Herbal infusions star in the elaborate cocktails at this antiques-filled lounge with a roof patio.",NA,1,0,0,0,0,0,0,0,40.7170168,-73.9499813
"ChIJW3GbtYVZwokRzNb56LoD2BQ","The ROOF","lower-east-side","Rooftop Bar,","https://www.publichotels.com/newyork/eat-and-drink/the-roof","https://www.publichotels.com/_next/image?url=https%3A%2F%2Fs3.amazonaws.com%2Fpublichotels%2Ftheroofhh2-1710974661211.jpg&w=3840&q=75","$$$","Glassed-in rooftop bar at the Public Hotel with sweeping views, cocktails & a DJ-fueled party vibe.",NA,0,0,0,0,1,0,0,0,40.7228758,-73.9918508
"ChIJx6xAS4FdwokR0Lxbx7PlBEY","Cherry On Top","bushwick","Wine Bar, Rooftop Bar,","Walk in Only","https://media.architecturaldigest.com/photos/6189696f9714347970ba7ec7/master/w_1600%2Cc_limit/IMG_0159.jpg","$$",NA,NA,0,0,0,1,1,0,0,0,40.7048789,-73.9213087
"ChIJmyM5dF1ZwokRD9lUmRAzQOI","Dear Irving On Hudson Rooftop Bar","midtown","Rooftop Bar, Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/dear-irving-on-hudson?date=2024-09-24&seats=2","https://media.timeout.com/images/105377642/image.jpg","$$$","Cocktail parlor at Aliz Hotel serving fancy drinks & bites in a swanky space with Midtown views.",NA,1,0,0,0,1,0,0,0,40.7561626,-73.991717
"ChIJTTtwCEFZwokRB8wxT3vyYdU","Broken Shaker at Freehand New York","gramercy-park","Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/broken-shaker-new-york?date=2024-09-24&seats=2","https://media-cdn.tripadvisor.com/media/photo-s/12/f5/56/70/broken-shaker-rooftop.jpg","$$","Tropical bar inspired by the Miami original with city views, sophisticated cocktails & bites.",NA,1,0,0,0,0,0,0,0,40.7397895,-73.9843618
"ChIJW0OO0UJZwokRaQpYvJ4sn0k","Westlight","williamsburg","Rooftop Bar, Cocktail Bar, Live Performance,","https://www.opentable.com/r/westlight-brooklyn?ref=1068","https://res.cloudinary.com/traveltripperweb/image/upload/c_limit,f_auto,h_1920,q_auto,w_1920/v1593511478/jax9nl9ibe6otcwwxswt.jpg","$$$","Rooftop bar with panoramic skyline views from a terrace & glassed-in lounge plus craft cocktails.",NA,1,0,0,0,1,0,0,0,40.722297,-73.9565396
"ChIJ5T2ntSlawokRZpwIhBG3oxM","Bar Belly","lower-east-side","Cocktail Bar, Live Music,","https://resy.com/cities/new-york-ny/venues/bar-belly?date=2024-09-24&seats=2","https://images.squarespace-cdn.com/content/v1/5a285812f6576e64a110d532/1513735914574-91L8ML6STEERQKK51N7W/F02A8950-Edit.jpg","$$","Cozy eatery serving oysters, snacks & drinks in vintage-inspired digs with live music & DJ nights.",NA,1,0,0,0,0,0,0,0,40.7151381,-73.9916374
"ChIJK0Nld6ZZwokRyOd9fsyinLY","Smith & Mills","tribeca","Bar,","Walk in Only","https://images.getbento.com/accounts/8c646fbfced70875fcd1b79eafca90c5/media/YrSud9csRQGl1GW7ihg2_SMITH_AND_MILLS_interior-exterior_Credit-Paul_Wagtouicz_07.jpg?fit=max&w=1800&auto=format,compress","$$",NA,NA,0,0,0,0,0,0,0,0,40.7442146,-73.9887481
"ChIJK0Nld6ZZwokRyOd9fsyinLY","Smith & Mills Rockefeller Center","midtown","Cocktail Bar,","https://resy.com/cities/new-york-ny/venues/smith-and-mills-rockefeller-center?date=2024-09-24&seats=2","https://images.getbento.com/accounts/8c646fbfced70875fcd1b79eafca90c5/media/images/14216Smith_And_Mills_Rockefeller_Center0416.jpg?fit=max&w=1800&auto=format,compress","$$",NA,NA,1,0,0,0,0,0,0,0,40.7442146,-73.9887481
"ChIJG-GNokVawokRw5Wz0_cHxbU","The Long Island Bar","cobble-hill","Cocktail Bar,","Walk in Only","https://images.squarespace-cdn.com/content/v1/522f5054e4b0a5b139fceafc/1391025107799-ZJEDQO7RNQVGUWBSXFAQ/LIB+AR+2.jpg?format=2500w","$$","Atmospheric watering hole serving up cocktails, beer, wine & more in simple, retro surroundings.",NA,1,0,0,0,0,0,0,0,40.6906278,-73.9964058
"ChIJrwjIEcBZwokRFqjDrYjIbK0","Common Ground Bar","meatpacking","Bar,","https://resy.com/cities/new-york-ny/venues/common-ground-nyc?date=2024-09-24&seats=2","https://www.tagvenue.com/resize/2e/6a/widen-1680-noupsize;29639-whole-venue-room.jpg","$$","Cool skylit café-bar with patio seating, serving international light bites, draft beers & cocktails.",NA,0,0,0,0,0,0,0,0,40.7395947,-74.0073324
"ChIJmyapAHlZwokRW-fOBZfs_rA","Nublu","alphabet-city","Bar, Live Performance,","http://nublu.net","https://thormadsen.com/wp-content/uploads/2021/01/Nublu-from-NYT-1200-x-630.jpg","$$","Live jazz, world music & more are presented at this compact club with its own record label.",NA,0,0,0,0,0,0,0,0,40.7224983,-73.9797303
"ChIJ5UXURXdZwokR8bPSfFgCHjg","Studio 151","alphabet-city","Bar,","https://resy.com/cities/new-york-ny/venues/studio-151?date=2024-09-24&seats=2","https://image.resy.com/3/003/2/53695/27126c00270f77c1e75123a43300042e5048d103/jpg/1600x1600","$$",NA,NA,0,0,0,0,0,0,0,0,40.7256585,-73.9780286
"ChIJgYBqap1ZwokR3gJt8gxAwuQ","Proletariat","east-village","Beer Hall,","Walk in Only","https://pbs.twimg.com/media/DgJtqedWsAAgX2i.jpg","$$","Trendy bar serving a menu of British-influenced plant-based dishes, plus international craft beers.",NA,0,0,0,0,0,0,1,0,40.72865,-73.9893618
"ChIJ9-eEoEZZwokRdmywtful4C8","Nubeluz","nomad","Bar, Rooftop Bar,","https://www.opentable.com/r/nubeluz-new-york?ref=1068","https://cdn.thespaces.com/wp-content/uploads/2022/09/Nubeluz-Ritz-Carlton-9.jpg","$$$",NA,NA,0,0,0,0,1,0,0,0,40.7455382,-73.9888515
"ChIJbSihoB5ZwokR1i9YQA8OgFQ","Darling","midtown","Cocktail Bar, Rooftop Bar,","https://resy.com/cities/new-york-ny/venues/darling?date=2024-09-24&seats=2","https://mma.prnewswire.com/media/1776975/Darling_Michael_Kleinberg.jpg?p=facebook","$$$",NA,NA,1,0,0,0,1,0,0,0,40.764621,-73.9753353
"ChIJqTZuJztZwokREqOEPG7VOSM","Motel No Tell","alphabet-city","Bar,","https://www.opentable.com/r/motel-no-tell-new-york?ref=1068","https://images.squarespace-cdn.com/content/v1/651b21cf9e627f794b62fafb/146b546c-65a8-46e6-b938-718352a95566/web-smaller_fullscreen-Motel-No-Tell---Sep-23-26.jpg","$$",NA,NA,0,0,0,0,0,0,0,0,40.7297354,-73.9806069
"ChIJC84CsGBZwokRDlHzVo4wJkw","The Last Call","williamsburg","Bar,","Walk in Only","https://res.cloudinary.com/the-infatuation/image/upload/c_scale,w_1200,q_auto,f_auto/images/the_last_call_williamsburg_eyja89","$$",NA,NA,0,0,0,0,0,0,0,0,40.7110088,-73.9483117
"ChIJPeCaOIdZwokRXr36ali2z_k","The Ten Bells","lower-east-side","Wine Bar,","https://resy.com/cities/new-york-ny/venues/the-ten-bells?date=2024-09-25&seats=4","https://media.timeout.com/images/100492239/750/422/image.jpg","$$","Cozy Euro-centric den offering organic wines,  small plates for sharing & oysters in dark confines.",NA,0,0,0,1,0,0,0,0,40.7178285,-73.9898524
"ChIJmz1fcKRbwokRNk7jtVB3d_s","Good Judy","park-slope","Bar, Gay Bar, Live Performance,","https://www.eventbrite.com/o/good-judy-31484266863","https://images.squarespace-cdn.com/content/v1/62571ec1e97a93045be5a8ac/a0400239-784e-43f8-9179-b7b36eb0fe75/DJ+62-2022+Good+Judy+-+Block+Party_9.jpg","$$","Buzzing, late-night gay bar with a dance floor & patio offering cabaret shows & classic drinks.",NA,0,0,0,0,0,0,0,0,40.665252,-73.9892404
"ChIJO_Nbh4lZwokR1-EspAqsGLM","Bandits Diner + Dive","greenwich-village","Bar,","Walk in Only","https://res.cloudinary.com/the-infatuation/image/upload/q_auto,f_auto/images/bandits-launch-051521-38_yj9b6w","$$","Burgers & bar snacks in a retro, wood-lined watering hole, plus an innovative cocktail menu.",NA,0,0,0,0,0,0,0,0,40.730423,-74.0041104
"ChIJU-ilyuZZwokRTsQ3oAig6SE","Lullaby","lower-east-side","Cocktail Bar,",NA,NA,"$$",NA,NA,1,0,0,0,0,0,0,0,40.7191398,-73.9857288
